#Core, Mnt_Brown
#Top bag, 224
#Bottom bag, 232
#Loading differential counts used, 14.2
#Counts per mm, 25.0
#Intervals in secs used for core loading:
#1696, 1734
#3330, 3377
#4938, 4993
#6550, 6607
#8015, 8068
#9587, 9640
#11244, 11292
#12563, 12613
#13150, 13207
#
Elapsed_time	Epoch_time	Total_length
11653	1571722109.09	7176.07
11654	1571722110.09	7176.67
11655	1571722111.09	7177.27
11656	1571722112.09	7177.91
11657	1571722113.09	7178.51
11658	1571722114.09	7179.11
11659	1571722115.09	7179.75
11660	1571722116.09	7180.35
11661	1571722117.09	7180.95
11662	1571722118.09	7181.59
11663	1571722119.09	7182.19
11664	1571722120.09	7182.79
11665	1571722121.09	7183.43
11666	1571722122.09	7184.03
11667	1571722123.09	7184.63
11668	1571722124.09	7185.23
11669	1571722125.09	7185.87
11670	1571722126.09	7186.47
11671	1571722127.09	7187.07
11672	1571722128.09	7187.71
11673	1571722129.09	7188.31
11674	1571722130.09	7188.91
11675	1571722131.09	7189.55
11676	1571722132.09	7190.15
11677	1571722133.09	7190.75
11678	1571722134.09	7191.39
11679	1571722135.09	7191.99
11680	1571722136.09	7192.63
11681	1571722137.09	7193.23
11682	1571722138.09	7193.87
11683	1571722139.09	7194.47
11684	1571722140.09	7195.11
11685	1571722141.09	7195.71
11686	1571722142.09	7196.31
11687	1571722143.09	7196.95
11688	1571722144.09	7197.55
11689	1571722145.09	7198.19
11690	1571722146.09	7198.79
11691	1571722147.09	7199.43
11692	1571722148.09	7200.03
11693	1571722149.09	7200.67
11694	1571722150.09	7201.27
11695	1571722151.09	7201.91
11696	1571722152.09	7202.51
11697	1571722153.09	7203.15
11698	1571722154.09	7203.75
11699	1571722155.09	7204.39
11700	1571722156.09	7204.99
11701	1571722157.09	7205.63
11702	1571722158.09	7206.23
11703	1571722159.09	7206.87
11704	1571722160.09	7207.47
11705	1571722161.09	7208.07
11706	1571722162.09	7208.71
11707	1571722163.09	7209.35
11708	1571722164.09	7209.95
11709	1571722165.09	7210.59
11710	1571722166.09	7211.27
11711	1571722167.09	7212.07
11712	1571722168.09	7212.75
11713	1571722169.09	7213.47
11714	1571722170.09	7214.23
11715	1571722171.09	7214.95
11716	1571722172.09	7215.71
11717	1571722173.09	7216.39
11718	1571722174.09	7217.11
11719	1571722175.09	7217.79
11720	1571722176.09	7218.47
11721	1571722177.09	7219.15
11722	1571722178.09	7219.83
11723	1571722179.09	7220.51
11724	1571722180.09	7221.15
11725	1571722181.09	7221.83
11726	1571722182.09	7222.47
11727	1571722183.09	7223.11
11728	1571722184.09	7223.79
11729	1571722185.09	7224.43
11730	1571722186.09	7225.07
11731	1571722187.09	7225.71
11732	1571722188.09	7226.35
11733	1571722189.09	7226.99
11734	1571722190.09	7227.63
11735	1571722191.09	7228.27
11736	1571722192.09	7228.91
11737	1571722193.09	7229.55
11738	1571722194.09	7230.19
11739	1571722195.09	7230.83
11740	1571722196.09	7231.47
11741	1571722197.09	7232.11
11742	1571722198.09	7232.71
11743	1571722199.09	7233.35
11744	1571722200.09	7233.99
11745	1571722201.09	7234.63
11746	1571722202.09	7235.23
11747	1571722203.09	7235.87
11748	1571722204.09	7236.51
11749	1571722205.09	7237.11
11750	1571722206.09	7237.75
11751	1571722207.09	7238.39
11752	1571722208.09	7239.03
11753	1571722209.09	7239.67
11754	1571722210.09	7240.27
11755	1571722211.09	7240.91
11756	1571722212.09	7241.55
11757	1571722213.09	7242.19
11758	1571722214.09	7242.79
11759	1571722215.09	7243.43
11760	1571722216.09	7244.07
11761	1571722217.09	7244.71
11762	1571722218.09	7245.31
11763	1571722219.09	7245.95
11764	1571722220.09	7246.59
11765	1571722221.09	7247.23
11766	1571722222.09	7247.83
11767	1571722223.09	7248.47
11768	1571722224.09	7249.11
11769	1571722225.09	7249.71
11770	1571722226.09	7250.35
11771	1571722227.09	7250.99
11772	1571722228.09	7251.59
11773	1571722229.09	7252.23
11774	1571722230.09	7252.87
11775	1571722231.09	7253.47
11776	1571722232.09	7254.11
11777	1571722233.09	7254.71
11778	1571722234.09	7255.35
11779	1571722235.09	7255.99
11780	1571722236.09	7256.59
11781	1571722237.09	7257.23
11782	1571722238.09	7257.83
11783	1571722239.09	7258.47
11784	1571722240.09	7259.11
11785	1571722241.09	7259.71
11786	1571722242.09	7260.35
11787	1571722243.09	7260.95
11788	1571722244.09	7261.59
11789	1571722245.09	7262.23
11790	1571722246.09	7262.87
11791	1571722247.09	7263.47
11792	1571722248.09	7264.11
11793	1571722249.09	7264.75
11794	1571722250.09	7265.35
11795	1571722251.09	7265.99
11796	1571722252.09	7266.59
11797	1571722253.09	7267.23
11798	1571722254.09	7267.83
11799	1571722255.09	7268.47
11800	1571722256.09	7269.07
11801	1571722257.09	7269.71
11802	1571722258.09	7270.35
11803	1571722259.09	7270.95
11804	1571722260.09	7271.59
11805	1571722261.09	7272.19
11806	1571722262.09	7272.83
11807	1571722263.09	7273.43
11808	1571722264.09	7274.07
11809	1571722265.09	7274.71
11810	1571722266.09	7275.31
11811	1571722267.09	7275.95
11812	1571722268.09	7276.59
11813	1571722269.09	7277.19
11814	1571722270.09	7277.83
11815	1571722271.09	7278.47
11816	1571722272.09	7279.07
11817	1571722273.09	7279.71
11818	1571722274.09	7280.31
11819	1571722275.09	7280.95
11820	1571722276.09	7281.55
11821	1571722277.09	7282.19
11822	1571722278.09	7282.83
11823	1571722279.09	7283.47
11824	1571722280.09	7284.07
11825	1571722281.09	7284.71
11826	1571722282.09	7285.35
11827	1571722283.09	7285.95
11828	1571722284.09	7286.59
11829	1571722285.09	7287.23
11830	1571722286.09	7287.51
11831	1571722287.09	7288.31
11832	1571722288.09	7288.87
11833	1571722289.09	7289.47
11834	1571722290.09	7290.07
11835	1571722291.09	7290.71
11836	1571722292.09	7291.31
11837	1571722293.09	7291.91
11838	1571722294.09	7292.51
11839	1571722295.09	7293.15
11840	1571722296.09	7293.75
11841	1571722297.09	7294.39
11842	1571722298.09	7294.99
11843	1571722299.09	7295.63
11844	1571722300.09	7296.23
11845	1571722301.09	7296.87
11846	1571722302.09	7297.47
11847	1571722303.09	7298.11
11848	1571722304.09	7298.71
11849	1571722305.09	7299.35
11850	1571722306.09	7299.99
11851	1571722307.09	7300.59
11852	1571722308.09	7301.23
11853	1571722309.09	7301.83
11854	1571722310.09	7302.47
11855	1571722311.09	7303.07
11856	1571722312.09	7303.71
11857	1571722313.09	7304.35
11858	1571722314.09	7304.95
11859	1571722315.09	7305.59
11860	1571722316.09	7306.23
11861	1571722317.09	7306.83
11862	1571722318.09	7307.47
11863	1571722319.09	7308.07
11864	1571722320.09	7308.71
11865	1571722321.09	7309.31
11866	1571722322.09	7309.95
11867	1571722323.09	7310.55
11868	1571722324.09	7311.19
11869	1571722325.09	7311.79
11870	1571722326.09	7312.43
11871	1571722327.09	7313.07
11872	1571722328.09	7313.67
11873	1571722329.09	7314.31
11874	1571722330.09	7314.95
11875	1571722331.09	7315.55
11876	1571722332.09	7316.19
11877	1571722333.09	7316.79
11878	1571722334.09	7317.43
11879	1571722335.09	7318.07
11880	1571722336.09	7318.71
11881	1571722337.09	7319.35
11882	1571722338.09	7319.95
11883	1571722339.09	7320.59
11884	1571722340.09	7321.19
11885	1571722341.09	7321.83
11886	1571722342.09	7322.43
11887	1571722343.09	7323.07
11888	1571722344.09	7323.67
11889	1571722345.09	7324.31
11890	1571722346.09	7324.95
11891	1571722347.09	7325.55
11892	1571722348.09	7326.19
11893	1571722349.09	7326.79
11894	1571722350.09	7327.43
11895	1571722351.09	7328.03
11896	1571722352.09	7328.67
11897	1571722353.09	7329.27
11898	1571722354.09	7329.91
11899	1571722355.09	7330.51
11900	1571722356.09	7331.15
11901	1571722357.09	7331.75
11902	1571722358.09	7332.39
11903	1571722359.09	7332.99
11904	1571722360.09	7333.63
11905	1571722361.09	7334.23
11906	1571722362.09	7334.87
11907	1571722363.09	7335.47
11908	1571722364.09	7336.11
11909	1571722365.09	7336.71
11910	1571722366.09	7337.35
11911	1571722367.09	7337.99
11912	1571722368.09	7338.59
11913	1571722369.09	7339.23
11914	1571722370.09	7339.83
11915	1571722371.09	7340.43
11916	1571722372.09	7341.07
11917	1571722373.09	7341.67
11918	1571722374.09	7342.31
11919	1571722375.09	7342.91
11920	1571722376.09	7343.55
11921	1571722377.09	7344.15
11922	1571722378.09	7344.79
11923	1571722379.09	7345.39
11924	1571722380.09	7346.03
11925	1571722381.09	7346.63
11926	1571722382.09	7347.27
11927	1571722383.09	7347.87
11928	1571722384.09	7348.51
11929	1571722385.09	7349.11
11930	1571722386.09	7349.71
11931	1571722387.09	7350.35
11932	1571722388.09	7350.95
11933	1571722389.09	7351.59
11934	1571722390.09	7352.19
11935	1571722391.09	7352.79
11936	1571722392.09	7353.39
11937	1571722393.09	7354.03
11938	1571722394.09	7354.63
11939	1571722395.09	7355.23
11940	1571722396.09	7355.87
11941	1571722397.09	7356.47
11942	1571722398.09	7357.07
11943	1571722399.09	7357.67
11944	1571722400.09	7358.31
11945	1571722401.09	7358.91
11946	1571722402.09	7359.51
11947	1571722403.09	7360.15
11948	1571722404.09	7360.75
11949	1571722405.09	7361.39
11950	1571722406.09	7361.99
11951	1571722407.09	7362.59
11952	1571722408.09	7363.19
11953	1571722409.09	7363.83
11954	1571722410.09	7364.43
11955	1571722411.09	7365.03
11956	1571722412.09	7365.67
11957	1571722413.09	7366.27
11958	1571722414.09	7366.87
11959	1571722415.09	7367.51
11960	1571722416.09	7368.11
11961	1571722417.09	7368.71
11962	1571722418.09	7369.35
11963	1571722419.09	7369.95
11964	1571722420.09	7370.55
11965	1571722421.09	7371.19
11966	1571722422.09	7371.79
11967	1571722423.09	7372.39
11968	1571722424.09	7373.03
11969	1571722425.09	7373.63
11970	1571722426.09	7374.23
11971	1571722427.09	7374.83
11972	1571722428.09	7375.47
11973	1571722429.09	7376.07
11974	1571722430.09	7376.67
11975	1571722431.09	7377.31
11976	1571722432.09	7377.91
11977	1571722433.09	7378.55
11978	1571722434.09	7379.15
11979	1571722435.09	7379.75
11980	1571722436.09	7380.39
11981	1571722437.09	7380.99
11982	1571722438.09	7381.59
11983	1571722439.09	7382.23
11984	1571722440.09	7382.83
11985	1571722441.09	7383.47
11986	1571722442.09	7384.07
11987	1571722443.09	7384.67
11988	1571722444.09	7385.31
11989	1571722445.09	7385.91
11990	1571722446.09	7386.55
11991	1571722447.09	7387.15
11992	1571722448.09	7387.79
11993	1571722449.09	7388.39
11994	1571722450.09	7388.99
11995	1571722451.09	7389.63
11996	1571722452.09	7390.23
11997	1571722453.09	7390.87
11998	1571722454.09	7391.47
11999	1571722455.09	7392.07
12000	1571722456.09	7392.71
12001	1571722457.09	7393.31
12002	1571722458.09	7393.87
12003	1571722459.09	7394.47
12004	1571722460.09	7395.07
12005	1571722461.09	7395.67
12006	1571722462.09	7396.31
12007	1571722463.09	7396.91
12008	1571722464.09	7397.51
12009	1571722465.09	7398.11
12010	1571722466.09	7398.71
12011	1571722467.09	7399.35
12012	1571722468.09	7399.95
12013	1571722469.09	7400.55
12014	1571722470.09	7401.15
12015	1571722471.09	7401.75
12016	1571722472.09	7402.39
12017	1571722473.09	7402.99
12018	1571722474.09	7403.59
12019	1571722475.09	7404.19
12020	1571722476.09	7404.83
12021	1571722477.09	7405.43
12022	1571722478.09	7406.03
12023	1571722479.09	7406.63
12024	1571722480.09	7407.27
12025	1571722481.09	7407.87
12026	1571722482.09	7408.47
12027	1571722483.09	7409.07
12028	1571722484.09	7409.67
12029	1571722485.09	7410.27
12030	1571722486.09	7410.87
12031	1571722487.09	7411.47
12032	1571722488.09	7412.07
12033	1571722489.09	7412.67
12034	1571722490.09	7413.31
12035	1571722491.09	7413.87
12036	1571722492.09	7414.51
12037	1571722493.09	7415.11
12038	1571722494.09	7415.71
12039	1571722495.09	7416.31
12040	1571722496.09	7416.91
12041	1571722497.09	7417.51
12042	1571722498.09	7418.11
12043	1571722499.09	7418.71
12044	1571722500.09	7419.31
12045	1571722501.09	7419.91
12046	1571722502.09	7420.51
12047	1571722503.09	7421.11
12048	1571722504.09	7421.71
12049	1571722505.09	7422.31
12050	1571722506.09	7422.95
12051	1571722507.09	7423.55
12052	1571722508.09	7424.11
12053	1571722509.09	7424.71
12054	1571722510.09	7425.35
12055	1571722511.09	7425.95
12056	1571722512.09	7426.55
12057	1571722513.09	7427.15
12058	1571722514.09	7427.75
12059	1571722515.09	7428.35
12060	1571722516.09	7428.95
12061	1571722517.09	7429.59
12062	1571722518.09	7430.19
12063	1571722519.09	7430.79
12064	1571722520.09	7431.39
12065	1571722521.09	7431.99
12066	1571722522.09	7432.59
12067	1571722523.09	7433.19
12068	1571722524.09	7433.79
12069	1571722525.09	7434.39
12070	1571722526.09	7434.99
12071	1571722527.09	7435.59
12072	1571722528.09	7436.19
12073	1571722529.09	7436.79
12074	1571722530.09	7437.39
12075	1571722531.09	7437.99
12076	1571722532.09	7438.59
12077	1571722533.09	7439.19
12078	1571722534.09	7439.79
12079	1571722535.09	7440.39
12080	1571722536.09	7440.99
12081	1571722537.09	7441.59
12082	1571722538.09	7442.19
12083	1571722539.09	7442.79
12084	1571722540.09	7443.39
12085	1571722541.09	7443.99
12086	1571722542.09	7444.59
12087	1571722543.09	7445.19
12088	1571722544.09	7445.79
12089	1571722545.09	7446.39
12090	1571722546.09	7446.99
12091	1571722547.09	7447.59
12092	1571722548.09	7448.19
12093	1571722549.09	7448.79
12094	1571722550.09	7449.35
12095	1571722551.09	7449.95
12096	1571722552.09	7450.55
12097	1571722553.09	7451.11
12098	1571722554.09	7451.71
12099	1571722555.09	7452.31
12100	1571722556.09	7452.91
12101	1571722557.09	7453.51
12102	1571722558.09	7454.11
12103	1571722559.09	7454.71
12104	1571722560.09	7455.31
12105	1571722561.09	7455.87
12106	1571722562.09	7456.47
12107	1571722563.09	7457.07
12108	1571722564.09	7457.67
12109	1571722565.09	7458.27
12110	1571722566.09	7458.87
12111	1571722567.09	7459.43
12112	1571722568.09	7460.03
12113	1571722569.09	7460.63
12114	1571722570.09	7461.23
12115	1571722571.09	7461.83
12116	1571722572.09	7462.39
12117	1571722573.09	7462.99
12118	1571722574.09	7463.59
12119	1571722575.09	7464.19
12120	1571722576.09	7464.79
12121	1571722577.09	7465.39
12122	1571722578.09	7465.99
12123	1571722579.09	7466.59
12124	1571722580.09	7467.15
12125	1571722581.09	7467.75
12126	1571722582.09	7468.35
12127	1571722583.09	7468.95
12128	1571722584.09	7469.55
12129	1571722585.09	7470.15
12130	1571722586.09	7470.75
12131	1571722587.09	7471.35
12132	1571722588.09	7471.91
12133	1571722589.09	7472.51
12134	1571722590.09	7473.11
12135	1571722591.09	7473.71
12136	1571722592.09	7474.31
12137	1571722593.09	7474.87
12138	1571722594.09	7475.47
12139	1571722595.09	7476.07
12140	1571722596.09	7476.67
12141	1571722597.09	7477.15
12142	1571722598.09	7477.63
12143	1571722599.09	7478.23
12144	1571722600.09	7478.83
12145	1571722601.09	7479.39
12146	1571722602.09	7479.99
12147	1571722603.09	7480.59
12148	1571722604.09	7481.19
12149	1571722605.09	7481.79
12150	1571722606.09	7482.39
12151	1571722607.09	7482.99
12152	1571722608.09	7483.59
12153	1571722609.09	7484.19
12154	1571722610.09	7484.79
12155	1571722611.09	7485.39
12156	1571722612.09	7485.99
12157	1571722613.09	7486.59
12158	1571722614.09	7487.19
12159	1571722615.09	7487.75
12160	1571722616.09	7488.39
12161	1571722617.09	7488.99
12162	1571722618.09	7489.59
12163	1571722619.09	7490.19
12164	1571722620.09	7490.79
12165	1571722621.09	7491.39
12166	1571722622.09	7491.99
12167	1571722623.09	7492.59
12168	1571722624.09	7493.19
12169	1571722625.09	7493.79
12170	1571722626.09	7494.35
12171	1571722627.09	7494.95
12172	1571722628.09	7495.55
12173	1571722629.09	7496.15
12174	1571722630.09	7496.75
12175	1571722631.09	7497.35
12176	1571722632.09	7497.95
12177	1571722633.09	7498.55
12178	1571722634.09	7498.95
12179	1571722635.09	7499.52
12180	1571722636.09	7500.09
12181	1571722637.09	7500.66
12182	1571722638.09	7501.23
12183	1571722639.09	7501.80
12184	1571722640.09	7502.37
12185	1571722641.09	7502.94
12186	1571722642.09	7503.51
12187	1571722643.09	7504.08
12188	1571722644.09	7504.65
12189	1571722645.09	7505.22
12190	1571722646.09	7505.79
12191	1571722647.09	7506.36
12192	1571722648.09	7506.93
12193	1571722649.09	7507.50
12194	1571722650.09	7508.07
12195	1571722651.09	7508.64
12196	1571722652.09	7509.21
12197	1571722653.09	7509.78
12198	1571722654.09	7510.35
12199	1571722655.09	7510.92
12200	1571722656.09	7511.49
12201	1571722657.09	7512.06
12202	1571722658.09	7512.63
12203	1571722659.09	7513.20
12204	1571722660.09	7513.77
12205	1571722661.09	7514.34
12206	1571722662.09	7514.91
12207	1571722663.09	7515.48
12208	1571722664.09	7516.05
12209	1571722665.09	7516.62
12210	1571722666.09	7517.19
12211	1571722667.09	7517.76
12212	1571722668.09	7518.33
12213	1571722669.09	7518.90
12214	1571722670.09	7519.47
12215	1571722671.09	7520.04
12216	1571722672.09	7520.61
12217	1571722673.09	7521.18
12218	1571722674.09	7521.75
12219	1571722675.09	7522.32
12220	1571722676.09	7522.89
12221	1571722677.09	7523.46
12222	1571722678.09	7524.03
12223	1571722679.09	7524.60
12224	1571722680.09	7525.17
12225	1571722681.09	7525.74
12226	1571722682.09	7526.31
12227	1571722683.09	7526.88
12228	1571722684.09	7527.45
12229	1571722685.09	7528.09
12230	1571722686.09	7528.69
12231	1571722687.09	7529.33
12232	1571722688.09	7529.93
12233	1571722689.09	7530.49
12234	1571722690.09	7531.09
12235	1571722691.09	7531.65
12236	1571722692.09	7532.21
12237	1571722693.09	7532.81
12238	1571722694.09	7533.41
12239	1571722695.09	7533.97
12240	1571722696.09	7534.57
12241	1571722697.09	7535.17
12242	1571722698.09	7535.77
12243	1571722699.09	7536.37
12244	1571722700.09	7536.97
12245	1571722701.09	7537.57
12246	1571722702.09	7538.17
12247	1571722703.09	7538.77
12248	1571722704.09	7539.37
12249	1571722705.09	7539.97
12250	1571722706.09	7540.61
12251	1571722707.09	7541.21
12252	1571722708.09	7541.81
12253	1571722709.09	7542.41
12254	1571722710.09	7542.97
12255	1571722711.09	7543.57
12256	1571722712.09	7544.13
12257	1571722713.09	7544.73
12258	1571722714.09	7545.33
12259	1571722715.09	7545.93
12260	1571722716.09	7546.49
12261	1571722717.09	7547.09
12262	1571722718.09	7547.69
12263	1571722719.09	7548.25
12264	1571722720.09	7548.85
12265	1571722721.09	7549.41
12266	1571722722.09	7549.97
12267	1571722723.09	7550.53
12268	1571722724.09	7551.13
12269	1571722725.09	7551.69
12270	1571722726.09	7552.29
12271	1571722727.09	7552.85
12272	1571722728.09	7553.41
12273	1571722729.09	7553.97
12274	1571722730.09	7554.61
12275	1571722731.09	7555.21
12276	1571722732.09	7555.85
12277	1571722733.09	7556.45
12278	1571722734.09	7557.05
12279	1571722735.09	7557.65
12280	1571722736.09	7558.21
12281	1571722737.09	7558.37
12282	1571722738.09	7558.37
12283	1571722739.09	7558.37
12284	1571722740.09	7558.37
12285	1571722741.09	7558.81
12286	1571722742.09	7558.93
12287	1571722743.09	7558.93
12288	1571722744.09	7558.93
12289	1571722745.09	7558.93
12290	1571722746.09	7558.89
12291	1571722747.09	7558.77
12292	1571722748.09	7558.89
12293	1571722749.09	7559.13
12294	1571722750.09	7559.29
12295	1571722751.09	7559.37
12296	1571722752.09	7559.33
12297	1571722753.09	7559.37
12298	1571722754.09	7559.21
12299	1571722755.09	7559.21
12300	1571722756.09	7559.17
12301	1571722757.09	7559.09
12302	1571722758.09	7559.05
12303	1571722759.09	7559.21
12304	1571722760.09	7559.21
12305	1571722761.09	7559.21
12306	1571722762.09	7559.13
12307	1571722763.09	7557.53
12308	1571722764.09	7548.09
12309	1571722765.09	7571.49
12310	1571722766.09	7572.93
12311	1571722767.09	7574.29
12312	1571722768.09	7575.61
12313	1571722769.09	7576.93
12314	1571722770.09	7578.01
12315	1571722771.09	7579.01
12316	1571722772.09	7579.97
12317	1571722773.09	7580.89
12318	1571722774.09	7581.77
12319	1571722775.09	7582.61
12320	1571722776.09	7583.49
12321	1571722777.09	7584.37
12322	1571722778.09	7585.21
12323	1571722779.09	7586.01
12324	1571722780.09	7586.85
12325	1571722781.09	7587.69
12326	1571722782.09	7588.57
12327	1571722783.09	7589.41
12328	1571722784.09	7590.21
12329	1571722785.09	7591.01
12330	1571722786.09	7591.81
12331	1571722787.09	7592.57
12332	1571722788.09	7593.29
12333	1571722789.09	7594.01
12334	1571722790.09	7594.73
12335	1571722791.09	7595.45
12336	1571722792.09	7596.17
12337	1571722793.09	7596.89
12338	1571722794.09	7597.57
12339	1571722795.09	7598.29
12340	1571722796.09	7599.01
12341	1571722797.09	7599.73
12342	1571722798.09	7600.45
12343	1571722799.09	7601.17
12344	1571722800.09	7601.89
12345	1571722801.09	7602.61
12346	1571722802.09	7603.33
12347	1571722803.09	7604.09
12348	1571722804.09	7604.81
12349	1571722805.09	7605.53
12350	1571722806.09	7606.25
12351	1571722807.09	7606.97
12352	1571722808.09	7607.73
12353	1571722809.09	7608.45
12354	1571722810.09	7609.17
12355	1571722811.09	7609.93
12356	1571722812.09	7610.65
12357	1571722813.09	7611.37
12358	1571722814.09	7612.13
12359	1571722815.09	7612.85
12360	1571722816.09	7613.61
12361	1571722817.09	7614.33
12362	1571722818.09	7615.09
12363	1571722819.09	7615.85
12364	1571722820.09	7616.57
12365	1571722821.09	7617.33
12366	1571722822.09	7618.05
12367	1571722823.09	7618.81
12368	1571722824.09	7619.57
12369	1571722825.09	7620.29
12370	1571722826.09	7621.05
12371	1571722827.09	7621.77
12372	1571722828.09	7622.53
12373	1571722829.09	7623.29
12374	1571722830.09	7624.01
12375	1571722831.09	7624.77
12376	1571722832.09	7625.49
12377	1571722833.09	7626.13
12378	1571722834.09	7626.93
12379	1571722835.09	7627.73
12380	1571722836.09	7628.49
12381	1571722837.09	7629.29
12382	1571722838.09	7630.09
12383	1571722839.09	7630.89
12384	1571722840.09	7631.69
12385	1571722841.09	7632.45
12386	1571722842.09	7633.21
12387	1571722843.09	7633.97
12388	1571722844.09	7634.77
12389	1571722845.09	7635.53
12390	1571722846.09	7636.29
12391	1571722847.09	7637.05
12392	1571722848.09	7637.81
12393	1571722849.09	7638.57
12394	1571722850.09	7639.33
12395	1571722851.09	7640.09
12396	1571722852.09	7640.85
12397	1571722853.09	7641.57
12398	1571722854.09	7642.33
12399	1571722855.09	7643.13
12400	1571722856.09	7643.89
12401	1571722857.09	7644.69
12402	1571722858.09	7645.45
12403	1571722859.09	7646.21
12404	1571722860.09	7647.01
12405	1571722861.09	7647.77
12406	1571722862.09	7648.57
12407	1571722863.09	7649.33
12408	1571722864.09	7650.13
12409	1571722865.09	7650.93
12410	1571722866.09	7651.69
12411	1571722867.09	7652.49
12412	1571722868.09	7653.29
12413	1571722869.09	7654.13
12414	1571722870.09	7655.01
12415	1571722871.09	7655.89
12416	1571722872.09	7656.77
12417	1571722873.09	7657.65
12418	1571722874.09	7658.45
12419	1571722875.09	7659.21
12420	1571722876.09	7659.97
12421	1571722877.09	7660.73
12422	1571722878.09	7661.45
12423	1571722879.09	7662.21
12424	1571722880.09	7662.93
12425	1571722881.09	7663.69
12426	1571722882.09	7664.45
12427	1571722883.09	7665.17
12428	1571722884.09	7665.93
12429	1571722885.09	7666.65
12430	1571722886.09	7667.41
12431	1571722887.09	7668.13
12432	1571722888.09	7668.89
12433	1571722889.09	7669.65
12434	1571722890.09	7670.37
12435	1571722891.09	7671.13
12436	1571722892.09	7671.89
12437	1571722893.09	7672.61
12438	1571722894.09	7673.37
12439	1571722895.09	7674.09
12440	1571722896.09	7674.85
12441	1571722897.09	7675.61
12442	1571722898.09	7676.33
12443	1571722899.09	7677.09
12444	1571722900.09	7677.85
12445	1571722901.09	7678.57
12446	1571722902.09	7679.33
12447	1571722903.09	7680.05
12448	1571722904.09	7680.81
12449	1571722905.09	7681.57
12450	1571722906.09	7682.29
12451	1571722907.09	7683.05
12452	1571722908.09	7683.81
12453	1571722909.09	7684.53
12454	1571722910.09	7685.29
12455	1571722911.09	7686.01
12456	1571722912.09	7686.77
12457	1571722913.09	7687.49
12458	1571722914.09	7688.25
12459	1571722915.09	7688.97
12460	1571722916.09	7689.73
12461	1571722917.09	7690.45
12462	1571722918.09	7691.17
12463	1571722919.09	7691.93
12464	1571722920.09	7692.65
12465	1571722921.09	7693.37
12466	1571722922.09	7694.13
12467	1571722923.09	7694.85
12468	1571722924.09	7695.57
12469	1571722925.09	7696.29
12470	1571722926.09	7697.05
12471	1571722927.09	7697.77
12472	1571722928.09	7698.49
12473	1571722929.09	7699.21
12474	1571722930.09	7699.97
12475	1571722931.09	7700.69
12476	1571722932.09	7701.41
12477	1571722933.09	7702.13
12478	1571722934.09	7702.85
12479	1571722935.09	7703.57
12480	1571722936.09	7704.33
12481	1571722937.09	7705.05
12482	1571722938.09	7705.77
12483	1571722939.09	7706.49
12484	1571722940.09	7707.21
12485	1571722941.09	7707.93
12486	1571722942.09	7708.69
12487	1571722943.09	7709.41
12488	1571722944.09	7710.13
12489	1571722945.09	7710.85
12490	1571722946.09	7711.61
12491	1571722947.09	7712.33
12492	1571722948.09	7713.05
12493	1571722949.09	7713.77
12494	1571722950.09	7714.53
12495	1571722951.09	7715.25
12496	1571722952.09	7715.97
12497	1571722953.09	7716.69
12498	1571722954.09	7717.45
12499	1571722955.09	7718.21
12500	1571722956.09	7718.93
12501	1571722957.09	7719.65
12502	1571722958.09	7720.37
12503	1571722959.09	7721.13
12504	1571722960.09	7721.85
12505	1571722961.09	7722.57
12506	1571722962.09	7723.29
12507	1571722963.09	7724.05
12508	1571722964.09	7724.77
12509	1571722965.09	7725.49
12510	1571722966.09	7726.21
12511	1571722967.09	7726.97
12512	1571722968.09	7727.69
12513	1571722969.09	7728.41
12514	1571722970.09	7729.13
12515	1571722971.09	7729.89
12516	1571722972.09	7730.61
12517	1571722973.09	7731.33
12518	1571722974.09	7732.05
12519	1571722975.09	7732.81
12520	1571722976.09	7733.53
12521	1571722977.09	7734.25
12522	1571722978.09	7735.01
12523	1571722979.09	7735.73
12524	1571722980.09	7736.45
12525	1571722981.09	7737.17
12526	1571722982.09	7737.89
12527	1571722983.09	7738.61
12528	1571722984.09	7739.33
12529	1571722985.09	7740.09
12530	1571722986.09	7740.81
12531	1571722987.09	7741.53
12532	1571722988.09	7742.25
12533	1571722989.09	7742.97
12534	1571722990.09	7743.69
12535	1571722991.09	7744.45
12536	1571722992.09	7745.17
12537	1571722993.09	7745.89
12538	1571722994.09	7746.61
12539	1571722995.09	7747.33
12540	1571722996.09	7748.09
12541	1571722997.09	7748.81
12542	1571722998.09	7749.53
12543	1571722999.09	7750.29
12544	1571723000.09	7751.01
12545	1571723001.09	7751.73
12546	1571723002.09	7752.45
12547	1571723003.09	7753.17
12548	1571723004.09	7753.89
12549	1571723005.09	7754.65
12550	1571723006.09	7755.37
12551	1571723007.09	7756.09
12552	1571723008.09	7756.81
12553	1571723009.09	7757.57
12554	1571723010.09	7758.29
12555	1571723011.09	7759.01
12556	1571723012.09	7759.73
12557	1571723013.09	7760.45
12558	1571723014.09	7761.21
12559	1571723015.09	7761.93
12560	1571723016.09	7762.65
12561	1571723017.09	7763.37
12562	1571723018.09	7764.09
12563	1571723019.09	7764.85
12564	1571723020.09	7765.57
12565	1571723021.09	7766.29
12566	1571723022.09	7767.01
12567	1571723023.09	7767.77
12568	1571723024.09	7768.49
12569	1571723025.09	7769.21
12570	1571723026.09	7769.93
12571	1571723027.09	7770.65
12572	1571723028.09	7771.41
12573	1571723029.09	7772.13
12574	1571723030.09	7772.85
